id,code_iata,code_icao,country_id,municipality,name,timezone_id
cygl,ygl,cygl,ca,La Grande Riviere,La Grande Riviere Airport,America/Toronto
cygm,ygm,cygm,ca,Gimli,Gimli Industrial Park Airport,America/Winnipeg
cygo,ygo,cygo,ca,Gods Lake Narrows,Gods Lake Narrows Airport,America/Winnipeg
cygp,ygp,cygp,ca,Gaspe,Gaspe (Michel-Pouliot) Airport,America/Toronto
cygq,ygq,cygq,ca,Geraldton,Geraldton Greenstone Regional Airport,America/Toronto
cygr,ygr,cygr,ca,Iles-de-la-Madeleine,Iles-de-la-Madeleine Airport,America/Toronto
cygt,ygt,cygt,ca,Igloolik,Igloolik Airport,America/Toronto
cygv,ygv,cygv,ca,Havre St-Pierre,Havre St Pierre Airport,America/Toronto
cygw,ygw,cygw,ca,Kuujjuarapik,Kuujjuarapik Airport,America/Toronto
cygx,ygx,cygx,ca,Gillam,Gillam Airport,America/Winnipeg
cygz,ygz,cygz,ca,Grise Fiord,Grise Fiord Airport,America/Toronto
cyha,yqc,cyha,ca,Quaqtaq,Quaqtaq Airport,America/Toronto
cyhb,,cyhb,ca,Hudson Bay,Hudson Bay Airport,America/Regina
cyhd,yhd,cyhd,ca,Dryden,Dryden Regional Airport,America/Winnipeg
cyhe,yhe,cyhe,ca,Hope,Hope Airport,America/Vancouver
cyhf,yhf,cyhf,ca,Hearst,Hearst Rene Fontaine Municipal Airport,America/Toronto
cyhh,yns,cyhh,ca,Nemiscau,Nemiscau Airport,America/Toronto
cyhi,yhi,cyhi,ca,Ulukhaktok,Ulukhaktok Holman Airport,America/Yellowknife
cyhk,yhk,cyhk,ca,Gjoa Haven,Gjoa Haven Airport,America/Edmonton
cyhm,yhm,cyhm,ca,Hamilton,John C. Munro Hamilton International Airport,America/Toronto
cyhn,yhn,cyhn,ca,Hornepayne,Hornepayne Municipal Airport,America/Toronto
cyho,yho,cyho,ca,Hopedale,Hopedale Airport,America/Halifax
cyhr,yhr,cyhr,ca,Chevery,Chevery Airport,America/Blanc-Sablon
cyhs,,cyhs,ca,Hanover,Hanover / Saugeen Municipal Airport,America/Toronto
cyht,yht,cyht,ca,Haines Junction,Haines Junction Airport,America/Whitehorse
cyhu,yhu,cyhu,ca,Montreal,Montreal / Saint-Hubert Airport,America/Toronto
cyhy,yhy,cyhy,ca,Hay River,Hay River / Merlyn Carter Airport,America/Yellowknife
cyhz,yhz,cyhz,ca,Halifax,Halifax / Stanfield International Airport,America/Halifax
cyib,yib,cyib,ca,Atikokan,Atikokan Municipal Airport,America/Panama
cyid,ydg,cyid,ca,Digby,Digby / Annapolis Regional Airport,America/Halifax
cyif,yif,cyif,ca,St-Augustin,St Augustin Airport,America/Blanc-Sablon
cyik,yik,cyik,ca,Ivujivik,Ivujivik Airport,America/Toronto
cyio,yio,cyio,ca,Pond Inlet,Pond Inlet Airport,America/Toronto
cyiv,yiv,cyiv,ca,Island Lake,Island Lake Airport,America/Winnipeg
cyja,,cyja,ca,Jasper,Jasper Airport,America/Edmonton
cyjf,yjf,cyjf,ca,Fort Liard,Fort Liard Airport,America/Yellowknife
cyjm,,cyjm,ca,Fort St. James,Fort St James Airport,America/Vancouver
cyjn,yjn,cyjn,ca,St Jean,St Jean Airport,America/Toronto
cyjp,,cyjp,ca,Fort Providence,Fort Providence Airport,America/Yellowknife
cyjq,,cyjq,ca,Bella Bella,Denny Island Airport,America/Vancouver
cyjt,yjt,cyjt,ca,Stephenville,Stephenville Airport,America/St_Johns
cyka,yka,cyka,ca,Kamloops,Kamloops Airport,America/Vancouver
cykc,,cykc,ca,Collins Bay,Collins Bay Airport,America/Regina
cykd,lak,cykd,ca,Aklavik,Aklavik Airport,America/Edmonton
cykf,ykf,cykf,ca,Kitchener,Waterloo Airport,America/Toronto
cykg,,cykg,ca,Kangiqsujuaq,Kangiqsujuaq (Wakeham Bay) Airport,America/Toronto
cykj,ykj,cykj,ca,Key Lake,Key Lake Airport,America/Regina
cykl,ykl,cykl,ca,Schefferville,Schefferville Airport,America/Toronto
cyko,akv,cyko,ca,Akulivik,Akulivik Airport,America/Toronto
cykq,ykq,cykq,ca,Waskaganish,Waskaganish Airport,America/Toronto
cykx,ykx,cykx,ca,Kirkland Lake,Kirkland Lake Airport,America/Toronto
cyky,yky,cyky,ca,Kindersley,Kindersley Airport,America/Regina
cykz,ykz,cykz,ca,Toronto,Buttonville Municipal Airport,America/Toronto
cyla,ypj,cyla,ca,Aupaluk,Aupaluk Airport,America/Toronto
cylb,,cylb,ca,Lac La Biche,Lac La Biche Airport,America/Edmonton
cylc,ylc,cylc,ca,Kimmirut,Kimmirut Airport,America/Toronto
cyld,yld,cyld,ca,Chapleau,Chapleau Airport,America/Toronto
cylh,ylh,cylh,ca,Lansdowne House,Lansdowne House Airport,America/Toronto
cyli,,cyli,ca,Lillooet,Lillooet Airport,America/Vancouver
cylj,ylj,cylj,ca,Meadow Lake,Meadow Lake Airport,America/Regina
cylk,ysg,cylk,ca,Lutselk'e,Lutselk'e Airport,America/Yellowknife
cyll,yll,cyll,ca,Lloydminster,Lloydminster Airport,America/Edmonton
cylq,,cylq,ca,La Tuque,La Tuque Airport,America/Toronto
cylr,ylr,cylr,ca,Leaf Rapids,Leaf Rapids Airport,America/Winnipeg
cyls,ylk,cyls,ca,Barrie-Orillia,Barrie-Orillia (Lake Simcoe Regional Airport),America/Toronto
cylt,ylt,cylt,ca,Alert,Alert Airport,America/Toronto
cylu,xgr,cylu,ca,Kangiqsualujjuaq,Kangiqsualujjuaq (Georges River) Airport,America/Iqaluit
cylw,ylw,cylw,ca,Kelowna,Kelowna Airport,America/Vancouver
cyma,yma,cyma,ca,Mayo,Mayo Airport,America/Vancouver
cyme,yme,cyme,ca,Matane,Matane Airport,America/Toronto
cymg,ymg,cymg,ca,Manitouwadge,Manitouwadge Airport,America/Toronto
cymh,ymh,cymh,ca,Mary's Harbour,Mary's Harbour Airport,America/St_Johns
cymj,ymj,cymj,ca,Moose Jaw,Moose Jaw Air Vice Marshal C. M. McEwen Airport,America/Regina
cyml,yml,cyml,ca,Charlevoix,Charlevoix Airport,America/Toronto
cymm,ymm,cymm,ca,Fort McMurray,Fort McMurray Airport,America/Edmonton
cymo,ymo,cymo,ca,Moosonee,Moosonee Airport,America/Toronto
cymt,ymt,cymt,ca,Chibougamau,Chapais Airport,America/Toronto
cymu,yud,cymu,ca,Umiujaq,Umiujaq Airport,America/Toronto
cymw,,cymw,ca,Maniwaki,Maniwaki Airport,America/Toronto
cymx,ymx,cymx,ca,Montreal,Montreal International (Mirabel) Airport,America/Toronto
cymy,,cymy,ca,Ear Falls,Ear Falls Airport,America/Winnipeg
cyna,yna,cyna,ca,Natashquan,Natashquan Airport,America/Toronto
cync,ync,cync,ca,Wemindji,Wemindji Airport,America/Toronto
cynd,ynd,cynd,ca,Gatineau,Ottawa / Gatineau Airport,America/Toronto
cyne,yne,cyne,ca,Norway House,Norway House Airport,America/Winnipeg
cynh,,cynh,ca,Hudson's Hope,Hudsons Hope Airport,America/Dawson_Creek
cynj,,cynj,ca,Langley,Langley Airport,America/Vancouver
cynl,ynl,cynl,ca,Points North Landing,Points North Landing Airport,America/Regina
cynm,ynm,cynm,ca,Matagami,Matagami Airport,America/Toronto
cynn,ynn,cynn,ca,Nejanilini Lake,Nejanilini Lake Airport,America/Winnipeg
cynr,hzp,cynr,ca,Fort Mackay,Fort Mackay / Horizon Airport,America/Edmonton
cyoa,yoa,cyoa,ca,Ekati,Ekati Airport,America/Edmonton
cyoc,yoc,cyoc,ca,Old Crow,Old Crow Airport,America/Vancouver
cyod,yod,cyod,ca,Cold Lake,CFB Cold Lake,America/Edmonton
cyoh,yoh,cyoh,ca,Oxford House,Oxford House Airport,America/Winnipeg
cyoj,yoj,cyoj,ca,High Level,High Level Airport,America/Edmonton
cyoo,yoo,cyoo,ca,Oshawa,Oshawa Airport,America/Toronto
cyop,yop,cyop,ca,Rainbow Lake,Rainbow Lake Airport,America/Edmonton
cyos,yos,cyos,ca,Owen Sound,Owen Sound / Billy Bishop Regional Airport,America/Toronto
cyow,yow,cyow,ca,Ottawa,Ottawa Macdonald-Cartier International Airport,America/Toronto
cypa,ypa,cypa,ca,Prince Albert,Prince Albert Glass Field,America/Regina
cypc,ypc,cypc,ca,Paulatuk,Paulatuk (Nora Aliqatchialuk Ruben) Airport,America/Edmonton
cypd,yps,cypd,ca,Port Hawkesbury,Port Hawkesbury Airport,America/Halifax
cype,ype,cype,ca,Peace River,Peace River Airport,America/Edmonton
cypg,ypg,cypg,ca,Portage,Southport Airport,America/Winnipeg
cyph,yph,cyph,ca,Inukjuak,Inukjuak Airport,America/Toronto
cypk,,cypk,ca,Pitt Meadows,Pitt Meadows Airport,America/Vancouver
cypl,ypl,cypl,ca,Pickle Lake,Pickle Lake Airport,America/Panama
cypm,ypm,cypm,ca,Pikangikum,Pikangikum Airport,America/Winnipeg
cypn,ypn,cypn,ca,Port-Menier,Port Menier Airport,America/Toronto
cypo,ypo,cypo,ca,Peawanuck,Peawanuck Airport,America/Toronto
cypp,,cypp,ca,Parent,Parent Airport,America/Toronto
cypq,ypq,cypq,ca,Peterborough,Peterborough Airport,America/Toronto
cypr,ypr,cypr,ca,Prince Rupert,Prince Rupert Airport,America/Vancouver
cyps,,cyps,ca,Pemberton,Pemberton Airport,America/Vancouver
cypt,,cypt,ca,Pelee Island,Pelee Island Airport,America/Toronto
cypu,,cypu,ca,Puntzi Mountain,Puntzi Mountain Airport,America/Vancouver
cypw,ypw,cypw,ca,Powell River,Powell River Airport,America/Vancouver
cypx,ypx,cypx,ca,Puvirnituq,Puvirnituq Airport,America/Toronto
cypy,ypy,cypy,ca,Fort Chipewyan,Fort Chipewyan Airport,America/Edmonton
cypz,,cypz,ca,Burns Lake,Burns Lake Airport,America/Vancouver
cyqa,yqa,cyqa,ca,Muskoka,Muskoka Airport,America/Toronto
cyqb,yqb,cyqb,ca,Quebec,Quebec Jean Lesage International Airport,America/Toronto
cyqd,yqd,cyqd,ca,The Pas,The Pas Airport,America/Winnipeg
cyqf,yqf,cyqf,ca,Red Deer,Red Deer Regional Airport,America/Edmonton
cyqg,yqg,cyqg,ca,Windsor,Windsor Airport,America/Toronto
cyqh,yqh,cyqh,ca,Watson Lake,Watson Lake Airport,America/Vancouver
cyqi,yqi,cyqi,ca,Yarmouth,Yarmouth Airport,America/Halifax
cyqk,yqk,cyqk,ca,Kenora,Kenora Airport,America/Winnipeg
cyql,yql,cyql,ca,Lethbridge,Lethbridge County Airport,America/Edmonton
cyqm,yqm,cyqm,ca,Moncton,Greater Moncton International Airport,America/Halifax
cyqn,yqn,cyqn,ca,Nakina,Nakina Airport,America/Toronto
cyqq,yqq,cyqq,ca,Comox,Comox Airport,America/Vancouver
cyqr,yqr,cyqr,ca,Regina,Regina International Airport,America/Regina
cyqs,yqs,cyqs,ca,St Thomas,St Thomas Municipal Airport,America/Toronto
cyqt,yqt,cyqt,ca,Thunder Bay,Thunder Bay Airport,America/Thunder_Bay
cyqu,yqu,cyqu,ca,Grande Prairie,Grande Prairie Airport,America/Edmonton
cyqv,yqv,cyqv,ca,Yorkton,Yorkton Municipal Airport,America/Regina
cyqw,yqw,cyqw,ca,North Battleford,North Battleford Airport,America/Regina
cyqx,yqx,cyqx,ca,Gander,Gander International Airport,America/St_Johns
cyqy,yqy,cyqy,ca,Sydney,Sydney / J.A. Douglas McCurdy Airport,America/Glace_Bay
cyqz,yqz,cyqz,ca,Quesnel,Quesnel Airport,America/Vancouver
cyra,yra,cyra,ca,Gameti,Rae Lakes Airport,America/Yellowknife
cyrb,yrb,cyrb,ca,Resolute Bay,Resolute Bay Airport,America/Winnipeg
cyrc,,cyrc,ca,Chicoutimi,Chicoutimi St Honore Airport,America/Toronto
cyri,yri,cyri,ca,Riviere-du-Loup,Riviere-du-Loup Airport,America/Toronto
cyrj,yrj,cyrj,ca,Roberval,Roberval Airport,America/Toronto
cyrl,yrl,cyrl,ca,Red Lake,Red Lake Airport,America/Winnipeg
cyrm,,cyrm,ca,Rocky Mountain House,Rocky Mountain House Airport,America/Edmonton
cyro,yro,cyro,ca,Ottawa,Ottawa / Rockcliffe Airport,America/Toronto
cyrp,,cyrp,ca,Carp,Ottawa / Carp Airport,America/Toronto
cyrq,yrq,cyrq,ca,Trois-Rivieres,Trois-Rivieres Airport,America/Toronto
cyrs,yrs,cyrs,ca,Red Sucker Lake,Red Sucker Lake Airport,America/Winnipeg
cyrt,yrt,cyrt,ca,Rankin Inlet,Rankin Inlet Airport,America/Winnipeg
cyrv,yrv,cyrv,ca,Revelstoke,Revelstoke Airport,America/Vancouver
cysa,,cysa,ca,Stratford,Stratford Municipal Airport,America/Toronto
cysb,ysb,cysb,ca,Sudbury,Sudbury Airport,America/Toronto
cysc,ysc,cysc,ca,Sherbrooke,Sherbrooke Airport,America/Toronto
cyse,,cyse,ca,Squamish,Squamish Airport,America/Vancouver
cysf,ysf,cysf,ca,Stony Rapids,Stony Rapids Airport,America/Regina
cysg,,cysg,ca,St Georges,St Georges Airport,America/Toronto
cysh,ysh,cysh,ca,Smiths Falls,Smiths Falls-Montague (Russ Beach) Airport,America/Toronto
cysj,ysj,cysj,ca,Saint John,Saint John Airport,America/Halifax
cysk,ysk,cysk,ca,Sanikiluaq,Sanikiluaq Airport,America/Iqaluit
cysl,ysl,cysl,ca,St Leonard,St Leonard Airport,America/Moncton
cysm,ysm,cysm,ca,Fort Smith,Fort Smith Airport,America/Edmonton
cysn,ycm,cysn,ca,St Catharines,Niagara District Airport,America/Toronto
cysp,ysp,cysp,ca,Marathon,Marathon Airport,America/Toronto
cysq,,cysq,ca,Atlin,Atlin Airport,America/Vancouver
cyst,yst,cyst,ca,St. Theresa Point,St. Theresa Point Airport,America/Winnipeg
cysu,ysu,cysu,ca,Summerside,Summerside Airport,America/Halifax
cysw,,cysw,ca,Sparwood,Sparwood Elk Valley Airport,America/Edmonton
cysy,ysy,cysy,ca,Sachs Harbour,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,America/Edmonton
cysz,,cysz,ca,Ste-Anne-Des-Monts,Ste Anne Des Monts Airport,America/Toronto
cyta,yta,cyta,ca,Pembroke,Pembroke Airport,America/Toronto
cytb,,cytb,ca,Tillsonburg,Tillsonburg Airport,America/Toronto
cyte,yte,cyte,ca,Cape Dorset,Cape Dorset Airport,America/Toronto
cytf,ytf,cytf,ca,Alma,Alma Airport,America/Toronto
cyth,yth,cyth,ca,Thompson,Thompson Airport,America/Winnipeg
cytl,ytl,cytl,ca,Big Trout Lake,Big Trout Lake Airport,America/Winnipeg
cytn,,cytn,ca,Trenton,Trenton Airport,America/Halifax
cytq,ytq,cytq,ca,Tasiujaq,Tasiujaq Airport,America/Toronto
cytr,ytr,cytr,ca,Trenton,CFB Trenton,America/Toronto
cyts,yts,cyts,ca,Timmins,Timmins/Victor M. Power,America/Toronto
cytz,ytz,cytz,ca,Toronto,Billy Bishop Toronto City Centre Airport,America/Toronto
cyub,yub,cyub,ca,Tuktoyaktuk,Tuktoyaktuk Airport,America/Yellowknife
cyul,yul,cyul,ca,Montreal,Montreal / Pierre Elliott Trudeau International Airport,America/Toronto
cyut,yut,cyut,ca,Repulse Bay,Repulse Bay Airport,America/Winnipeg
cyux,yux,cyux,ca,Hall Beach,Hall Beach Airport,America/Toronto
cyuy,yuy,cyuy,ca,Rouyn-Noranda,Rouyn Noranda Airport,America/Toronto
cyvb,yvb,cyvb,ca,Bonaventure,Bonaventure Airport,America/Toronto
cyvc,yvc,cyvc,ca,La Ronge,La Ronge Airport,America/Regina
cyvd,,cyvd,ca,Virden,Virden/R.J. (Bob) Andrew Field Regional Aerodrome,America/Winnipeg
cyvg,,cyvg,ca,Vermilion,Vermilion Airport,America/Edmonton
cyvk,yve,cyvk,ca,Vernon,Vernon Airport,America/Vancouver
cyvm,yvm,cyvm,ca,Qikiqtarjuaq,Qikiqtarjuaq Airport,America/Toronto
cyvo,yvo,cyvo,ca,Val-d'Or,Val-d'Or Airport,America/Toronto
cyvp,yvp,cyvp,ca,Kuujjuaq,Kuujjuaq Airport,America/Toronto
cyvq,yvq,cyvq,ca,Norman Wells,Norman Wells Airport,America/Edmonton
cyvr,yvr,cyvr,ca,Vancouver,Vancouver International Airport,America/Vancouver
cyvt,yvt,cyvt,ca,Buffalo Narrows,Buffalo Narrows Airport,America/Regina
cyvv,yvv,cyvv,ca,Wiarton,Wiarton Airport,America/Toronto
cyvz,yvz,cyvz,ca,Deer Lake,Deer Lake Airport,America/Winnipeg
cywa,ywa,cywa,ca,Petawawa,Petawawa Airport,America/Toronto
cywe,,cywe,ca,Wekweeti,Wekweeti Airport,America/Edmonton
cywg,ywg,cywg,ca,Winnipeg,Winnipeg / James Armstrong Richardson International Airport,America/Winnipeg
cywj,ywj,cywj,ca,Deline,Deline Airport,America/Edmonton
cywk,ywk,cywk,ca,Wabush,Wabush Airport,America/Halifax
cywl,ywl,cywl,ca,Williams Lake,Williams Lake Airport,America/Vancouver
cywm,,cywm,ca,Athabasca,Athabasca Airport,America/Edmonton
cywp,ywp,cywp,ca,Webequie,Webequie Airport,America/Toronto
cywv,,cywv,ca,Wainwright,Wainwright Airport,America/Edmonton
cywy,ywy,cywy,ca,Wrigley,Wrigley Airport,America/Edmonton
cyxc,yxc,cyxc,ca,Cranbrook,Cranbrook Airport,America/Edmonton
cyxd,yxd,cyxd,ca,Edmonton,Edmonton City Centre (Blatchford Field) Airport,America/Edmonton
cyxe,yxe,cyxe,ca,Saskatoon,Saskatoon John G. Diefenbaker International Airport,America/Regina
cyxh,yxh,cyxh,ca,Medicine Hat,Medicine Hat Airport,America/Edmonton
cyxj,yxj,cyxj,ca,Fort St.John,Fort St John Airport,America/Dawson_Creek
cyxk,yxk,cyxk,ca,Rimouski,Rimouski Airport,America/Toronto
cyxl,yxl,cyxl,ca,Sioux Lookout,Sioux Lookout Airport,America/Winnipeg
cyxn,yxn,cyxn,ca,Whale Cove,Whale Cove Airport,America/Winnipeg
cyxp,yxp,cyxp,ca,Pangnirtung,Pangnirtung Airport,America/Toronto
cyxq,yxq,cyxq,ca,Beaver Creek,Beaver Creek Airport,America/Whitehorse
cyxr,yxr,cyxr,ca,Earlton,Earlton (Timiskaming Regional) Airport,America/Toronto
cyxs,yxs,cyxs,ca,Prince George,Prince George Airport,America/Vancouver
cyxt,yxt,cyxt,ca,Terrace,Terrace Airport,America/Vancouver
cyxu,yxu,cyxu,ca,London,London Airport,America/Toronto
cyxx,yxx,cyxx,ca,Abbotsford,Abbotsford Airport,America/Vancouver
cyxy,yxy,cyxy,ca,Whitehorse,Whitehorse / Erik Nielsen International Airport,America/Whitehorse
cyxz,yxz,cyxz,ca,Wawa,Wawa Airport,America/Toronto
cyyb,yyb,cyyb,ca,North Bay,North Bay Airport,America/Toronto
cyyc,yyc,cyyc,ca,Calgary,Calgary International Airport,America/Edmonton
cyyd,yyd,cyyd,ca,Smithers,Smithers Airport,America/Vancouver
cyye,yye,cyye,ca,Fort Nelson,Fort Nelson Airport,America/Fort_Nelson
cyyf,yyf,cyyf,ca,Penticton,Penticton Airport,America/Vancouver
cyyg,yyg,cyyg,ca,Charlottetown,Charlottetown Airport,America/Halifax
cyyh,yyh,cyyh,ca,Taloyoak,Taloyoak Airport,America/Edmonton
cyyj,yyj,cyyj,ca,Victoria,Victoria International Airport,America/Vancouver
cyyl,yyl,cyyl,ca,Lynn Lake,Lynn Lake Airport,America/Winnipeg
cyym,,cyym,ca,Cowley,Cowley Airport,America/Edmonton
cyyn,yyn,cyyn,ca,Swift Current,Swift Current Airport,America/Regina
cyyo,,cyyo,ca,Wynyard,Wynyard / W.B. Needham Field,America/Regina
cyyq,yyq,cyyq,ca,Churchill,Churchill Airport,America/Winnipeg
cyyr,yyr,cyyr,ca,Goose Bay,Goose Bay Airport,America/Goose_Bay
cyyt,yyt,cyyt,ca,St. John's,St. John's International Airport,America/St_Johns
cyyu,yyu,cyyu,ca,Kapuskasing,Kapuskasing Airport,America/Toronto
cyyw,yyw,cyyw,ca,Armstrong,Armstrong Airport,America/Toronto
cyyy,yyy,cyyy,ca,Mont-Joli,Mont Joli Airport,America/Toronto
cyyz,yyz,cyyz,ca,Toronto,Lester B. Pearson International Airport,America/Toronto
cyzd,,cyzd,ca,Toronto,Downsview Airport,America/Toronto
cyze,yze,cyze,ca,Gore Bay,Gore Bay Manitoulin Airport,America/Toronto
cyzf,yzf,cyzf,ca,Yellowknife,Yellowknife Airport,America/Edmonton
cyzg,yzg,cyzg,ca,Salluit,Salluit Airport,America/Toronto
cyzh,yzh,cyzh,ca,Slave Lake,Slave Lake Airport,America/Edmonton
cyzp,yzp,cyzp,ca,Sandspit,Sandspit Airport,America/Vancouver
cyzr,yzr,cyzr,ca,Sarnia,Chris Hadfield Airport,America/Toronto
cyzs,yzs,cyzs,ca,Coral Harbour,Coral Harbour Airport,America/Panama
cyzt,yzt,cyzt,ca,Port Hardy,Port Hardy Airport,America/Vancouver
cyzu,yzu,cyzu,ca,Whitecourt,Whitecourt Airport,America/Edmonton
cyzv,yzv,cyzv,ca,Sept-Iles,Sept-Iles Airport,America/Toronto
cyzw,yzw,cyzw,ca,Teslin,Teslin Airport,America/Vancouver
cyzx,yzx,cyzx,ca,Greenwood,CFB Greenwood,America/Halifax
cyzy,yzy,cyzy,ca,Mackenzie,Mackenzie Airport,America/Vancouver
czac,zac,czac,ca,York Landing,York Landing Airport,America/Winnipeg
czam,ysn,czam,ca,Salmon Arm,Salmon Arm Airport,America/Vancouver
czba,,czba,ca,Burlington,Burlington Executive,America/Toronto
czbb,ydt,czbb,ca,Boundary Bay,Vancouver / Boundary Bay Airport,America/Vancouver
czbd,ilf,czbd,ca,Ilford,Ilford Airport,America/Winnipeg
czbf,zbf,czbf,ca,Bathurst,Bathurst Airport,America/Halifax
czbm,zbm,czbm,ca,Bromont,Bromont (Roland Desourdy) Airport,America/Toronto
czee,kes,czee,ca,Kelsey,Kelsey Airport,America/Winnipeg
czem,zem,czem,ca,Eastmain River,Eastmain River Airport,America/Toronto
czfa,zfa,czfa,ca,Faro,Faro Airport,America/Vancouver
czfd,zfd,czfd,ca,Fond-Du-Lac,Fond-Du-Lac Airport,America/Regina
czfg,xpk,czfg,ca,Pukatawagan,Pukatawagan Airport,America/Winnipeg
czfm,zfm,czfm,ca,Fort Mcpherson,Fort Mcpherson Airport,America/Edmonton
czfn,zfn,czfn,ca,Tulita,Tulita Airport,America/Edmonton
czgf,zgf,czgf,ca,Grand Forks,Grand Forks Airport,America/Vancouver
czgi,zgi,czgi,ca,Gods River,Gods River Airport,America/Winnipeg
czgr,zgr,czgr,ca,Little Grand Rapids,Little Grand Rapids Airport,America/Winnipeg
czhp,,czhp,ca,High Prairie,High Prairie Airport,America/Edmonton
czjg,zjg,czjg,ca,Jenpeg,Jenpeg Airport,America/Winnipeg
czjn,zjn,czjn,ca,Swan River,Swan River Airport,America/Winnipeg
czke,zke,czke,ca,Kashechewan,Kashechewan Airport,America/Toronto
czlq,ytd,czlq,ca,Thicket Portage,Thicket Portage Airport,America/Winnipeg
czmd,msa,czmd,ca,Muskrat Dam,Muskrat Dam Airport,America/Winnipeg
czml,zmh,czml,ca,108 Mile,South Cariboo Region / 108 Mile Airport,America/Vancouver
czmn,piw,czmn,ca,Pikwitonei,Pikwitonei Airport,America/Winnipeg
czmt,zmt,czmt,ca,Masset,Masset Airport,America/Vancouver
czng,xpp,czng,ca,Poplar River,Poplar River Airport,America/Winnipeg
cznl,,cznl,ca,Nelson,Nelson Airport,America/Vancouver
czpb,zpb,czpb,ca,Sachigo Lake,Sachigo Lake Airport,America/Winnipeg
czpc,,czpc,ca,Pincher Creek,Pincher Creek Airport,America/Edmonton
czpo,zpo,czpo,ca,Pinehouse Lake,Pinehouse Lake Airport,America/Regina
czrj,zrj,czrj,ca,Round Lake,Round Lake (Weagamow Lake) Airport,America/Winnipeg
czsj,zsj,czsj,ca,Sandy Lake,Sandy Lake Airport,America/Winnipeg
czsn,xsi,czsn,ca,South Indian Lake,South Indian Lake Airport,America/Winnipeg
czst,zst,czst,ca,Stewart,Stewart Airport,America/Vancouver
czta,,czta,ca,Bloodvein River,Bloodvein River Airport,America/Winnipeg
cztm,ztm,cztm,ca,Shamattawa,Shamattawa Airport,America/Winnipeg
czuc,zuc,czuc,ca,Ignace,Ignace Municipal Airport,America/Winnipeg
czum,zum,czum,ca,Churchill Falls,Churchill Falls Airport,America/Halifax
czvl,,czvl,ca,Edmonton,Edmonton / Villeneuve Airport,America/Edmonton
czwh,xlb,czwh,ca,Lac Brochet,Lac Brochet Airport,America/Winnipeg
czwl,zwl,czwl,ca,Wollaston Lake,Wollaston Lake Airport,America/Regina
da10,,da10,dz,,Illizi Airport,Africa/Algiers
da11,,da11,dz,,Hamaguir Airport,Africa/Algiers
da12,,da12,dz,,El Abiodh Sidi Cheikh Airport,Africa/Algiers
da13,,da13,dz,,Tinfouchy Airport,Africa/Algiers
da14,,da14,dz,,Mostaganem Airport,Africa/Algiers
da15,,da15,dz,,Saida Airport,Africa/Algiers
da16,,da16,dz,,Tindouf East Airport,Africa/Algiers
daab,qld,daab,dz,,Blida Airport,Africa/Algiers
daad,buj,daad,dz,,Bou Saada Airport,Africa/Algiers
daae,bja,daae,dz,Bejaia,Soummam Airport,Africa/Algiers
daag,alg,daag,dz,Algiers,Houari Boumediene Airport,Africa/Algiers
daaj,djg,daaj,dz,Djanet,Djanet Inedbirene Airport,Africa/Algiers
daak,qfd,daak,dz,,Boufarik Airport,Africa/Algiers
daam,,daam,dz,Telerghma,Telerghma Airport,Africa/Algiers
daan,,daan,dz,,Reggane Airport,Africa/Algiers
daap,vvz,daap,dz,Illizi,Illizi Takhamalt Airport,Africa/Algiers
daaq,,daaq,dz,,Ain Oussera Airport,Africa/Algiers
daas,qsf,daas,dz,Setif,Ain Arnat Airport,Africa/Algiers
daat,tmr,daat,dz,Tamanrasset,Aguenar ��� Hadj Bey Akhamok Airport,Africa/Algiers
daav,gjl,daav,dz,Jijel,Jijel Ferhat Abbas Airport,Africa/Algiers
daaw,,daaw,dz,Bordj Omar Driss,Bordj Omar Driss Airport,Africa/Algiers
daay,mzw,daay,dz,Mecheria,Mecheria Airport,Africa/Algiers
daaz,qzn,daaz,dz,,Relizane Airport,Africa/Algiers
dabb,aae,dabb,dz,Annabah,Annaba Airport,Africa/Algiers
dabc,czl,dabc,dz,Constantine,Mohamed Boudiaf International Airport,Africa/Algiers
dabo,,dabo,dz,Oum El Bouaghi,Oum el Bouaghi airport,Africa/Algiers
dabs,tee,dabs,dz,Tebessi,Cheikh Larbi Tebessi Airport,Africa/Algiers
dabt,blj,dabt,dz,Batna,Batna Airport,Africa/Algiers
dafh,hrm,dafh,dz,,Hassi R'Mel Airport,Africa/Algiers
dafi,qdj,dafi,dz,,Tsletsi Airport,Africa/Algiers
dalh,,dalh,au,,Dalhousie Airport,Australia/Adelaide
daob,tid,daob,dz,Tiaret,Bou Chekif Airport,Africa/Algiers
daoc,,daoc,dz,Bechar,Ouakda Airport,Africa/Algiers
daoe,,daoe,dz,,Bou Sfer Airport,Africa/Algiers
daof,tin,daof,dz,Tindouf,Tindouf Airport,Africa/Algiers
daoi,qas,daoi,dz,,Ech Cheliff Airport,Africa/Algiers
daol,taf,daol,dz,,Tafaraoui Airport,Africa/Algiers
daon,tlm,daon,dz,Tlemcen,Zenata ��� Messali El Hadj Airport,Africa/Algiers
daoo,orn,daoo,dz,Oran,Es Senia Airport,Africa/Algiers
daor,cbh,daor,dz,Bechar,Bechar Boudghene Ben Ali Lotfi Airport,Africa/Algiers
daos,bfw,daos,dz,,Sidi Bel Abbes Airport,Africa/Algiers
