id,code_iata,code_icao,country_id,municipality,name,timezone_id
sdts,,sdts,br,Jaraguari,Fazenda Planalto Airport,America/Campo_Grande
sdtt,,sdtt,br,Aracatuba,Fazenda Barra do Traitu Airport,America/Sao_Paulo
sdtw,,sdtw,br,Terenos,Fazenda Sao Joao Airport,America/Campo_Grande
sdtx,,sdtx,br,Ilha Solteira,Fazenda Sao Jose Airport,America/Sao_Paulo
sdty,,sdty,br,Pradopolis,Usina Sao Martinho Airport,America/Sao_Paulo
sdtz,,sdtz,br,Corumba,Fazenda Santa Julia Airport,America/Campo_Grande
sdua,,sdua,br,Aveiro,Agrorural Sol Nascente Airport,America/Manaus
sdub,ubt,sdub,br,Ubatuba,Ubatuba Airport,America/Sao_Paulo
sdud,,sdud,br,Jaboticabal,Usina Santa Adelia Airport,America/Sao_Paulo
sdue,,sdue,br,Penapolis,Fazenda Figueira Airport,America/Sao_Paulo
sduf,,sduf,br,Porto Murtinho,Fazenda Touro Peru Airport,America/Campo_Grande
sduh,,sduh,br,Ribas Do Rio Pardo,Fazenda Sumare Airport,America/Campo_Grande
sduk,,sduk,br,Agua Boa,Fazenda Xaimite Airport,America/Cuiaba
sdul,,sdul,br,Ribeirao Preto,Usina Santa Lydia Airport,America/Sao_Paulo
sdun,,sdun,br,Itaperuna,Itaperuna Airport,America/Sao_Paulo
sduo,qgs,sduo,br,Alagoinhas,Alagoinhas Airport,America/Bahia
sduq,,sduq,br,Paraguacu Paulista,Paraguacu Paulista Airport,America/Sao_Paulo
sdur,,sdur,br,Ponta Grossa,Ibera Airport,America/Sao_Paulo
sdus,,sdus,br,Apiacas,Mayrowy Airport,America/Santarem
sduu,,sduu,br,Parapua,Usina California Airport,America/Sao_Paulo
sduz,,sduz,br,Ourinhos,Usina Sao Luiz Airport,America/Sao_Paulo
sdva,,sdva,br,Vargem Grande Do Sul,Fazenda Campo Vitoria Airport,America/Sao_Paulo
sdve,,sdve,br,Vera Cruz,Vera Cruz Airport,America/Sao_Paulo
sdvg,vot,sdvg,br,Votuporanga,Votuporanga Airport,America/Sao_Paulo
sdvh,,sdvh,br,Atibaia,Fazenda Vale Eldorado Airport,America/Sao_Paulo
sdvi,,sdvi,br,Tangara Da Serra,Comandante Gastao Airport,America/Cuiaba
sdvj,,sdvj,br,Santa Maria Das Barreiras,Fazenda Santa Marta Airport,America/Belem
sdvl,,sdvl,br,Valenca,Valenca Airport,America/Sao_Paulo
sdvn,,sdvn,br,Amambai,Fazenda Santissima Trindade Airport,America/Campo_Grande
sdvq,,sdvq,br,Porto Murtinho,Fazenda Baia das Conchas Airport,America/Campo_Grande
sdvs,,sdvs,br,Pontal,Fazenda Vassoural Airport,America/Sao_Paulo
sdvu,,sdvu,br,Peixoto De Azevedo,Aldeia Kremoro Airport,America/Manaus
sdwc,,sdwc,br,Altamira,Aldeia Bau Airport,America/Manaus
sdwd,,sdwd,br,Barretos,Fazenda California Airport,America/Sao_Paulo
sdwe,,sdwe,br,Jaboticabal,Usina Sao Carlos Airport,America/Sao_Paulo
sdwg,,sdwg,br,Maraba Paulista,Fazenda Itapiranga Airport,America/Sao_Paulo
sdwh,,sdwh,br,Jose Bonifacio,Fazenda Avanhandava Airport,America/Sao_Paulo
sdwi,,sdwi,br,Gravata,Fazenda Lagoa do Cavalo Airport,America/Recife
sdwj,,sdwj,br,Altamira,Aldeia Kubenkroke Airport,America/Santarem
sdwk,,sdwk,br,Igarapava,Junqueira Airport,America/Sao_Paulo
sdwl,,sdwl,br,Itupeva,Tres Marias Airport,America/Sao_Paulo
sdwm,,sdwm,br,Peixoto De Azevedo,Aldeia de Metuktire Airport,America/Cuiaba
sdwn,,sdwn,br,Colombia,Fazenda Barreiro Grande Airport,America/Sao_Paulo
sdwq,alt,sdwq,br,Alenquer,Alenquer Airport,America/Manaus
sdwr,,sdwr,br,Mirandopolis,Fazenda Primavera Airport,America/Sao_Paulo
sdwu,,sdwu,br,Porto Murtinho,Fazenda Anahi Airport,America/Campo_Grande
sdwx,,sdwx,br,Itaituba,Pista Sol Nascente Airport,America/Manaus
sdxb,,sdxb,br,Cristalina,Cristalina Airport,America/Sao_Paulo
sdxe,,sdxe,br,Jaboticabal,Chacara Serradinho Airport,America/Sao_Paulo
sdxf,,sdxf,br,Alto Paraiso,Alto Paraiso Airport,America/Sao_Paulo
sdxi,,sdxi,br,Sao Domingos Do Capim,Fazenda Cajueiro Airport,America/Araguaina
sdxj,,sdxj,br,Costa Rica,Costa Rica Airport,America/Campo_Grande
sdxo,,sdxo,br,Sud Menucci,Fazenda Santa Maria da Mata Airport,America/Sao_Paulo
sdxq,,sdxq,br,Castilho,Fazenda Flamboyant Airport,America/Sao_Paulo
sdxr,,sdxr,br,Caracol,Fazenda Vaca Mocha Airport,America/Asuncion
sdxt,,sdxt,br,Rio Negro,Fazenda Boa Vista Airport,America/Campo_Grande
sdxu,,sdxu,br,Pacaembu,Fazenda Aracatuba Airport,America/Sao_Paulo
sdyb,,sdyb,br,Itapetininga,Fazenda Sao Jose do Barreiro Airport,America/Sao_Paulo
sdyf,,sdyf,br,Lucas Do Rio Verde,Fazenda Irmaos Munaretto Airport,America/Cuiaba
sdyi,,sdyi,br,Buritizeiro,Fazenda Buritiz Airport,America/Sao_Paulo
sdyj,,sdyj,br,Regente Feijo,Jose Martins da Silva Airport,America/Sao_Paulo
sdym,qgb,sdym,br,Limeira,Limeira Airport,America/Sao_Paulo
sdyn,,sdyn,br,Taciba,Fazenda Esmeralda Airport,America/Sao_Paulo
sdys,,sdys,br,Porto Belo,Aeroportobelo Airport,America/Sao_Paulo
sdyw,,sdyw,br,Itapeva,Itapeva Airport,America/Sao_Paulo
sdyx,,sdyx,br,Campo Maior,Campo Maior Airport,America/Fortaleza
sdza,,sdza,br,Pirajui,Fazenda Santa Maria Airport,America/Sao_Paulo
sdzh,,sdzh,br,Pindamonhangaba,Fazenda Santa Helena Airport,America/Sao_Paulo
sdzm,,sdzm,br,Itapeva,Fazenda Sao Marcos Airport,America/Sao_Paulo
sdzr,,sdzr,br,Guariba,Fazenda Cruzeiro Airport,America/Sao_Paulo
sdzs,,sdzs,br,Altair,Fazenda Bananeira Airport,America/Sao_Paulo
sdzt,,sdzt,br,Guaraci,Fazenda Posses do Rio Grande Airport,America/Sao_Paulo
sdzu,,sdzu,br,Maraba Paulista,Fazenda Anhumas Airport,America/Sao_Paulo
sdzv,,sdzv,br,Duartina,Fazenda Gandu Airport,America/Sao_Paulo
sdzw,,sdzw,br,Andradina,Fazenda Ipanema Airport,America/Sao_Paulo
sdzx,,sdzx,br,Campinapolis,Fazenda Suri Airport,America/Cuiaba
sdzz,,sdzz,br,Nova Europa,Sitio Sao Jose Airport,America/Sao_Paulo
se01,,se01,ec,Rocafuerte,Alba Elena Airport,America/Guayaquil
se02,,se02,ec,Soledad,Guabital Airport,America/Guayaquil
se03,,se03,ec,Isla Puna,Las Penas Airport,America/Guayaquil
se08,,se08,ec,Lorenzo de Garaicoa,San Carlos Costa Airport,America/Guayaquil
se09,,se09,ec,San Rafael,San Rafael Airport,America/Guayaquil
se10,,se10,ec,Vinces,Vinces Airport,America/Guayaquil
se11,,se11,ec,Consumulo,Km 60 Airport,America/Guayaquil
se13,,se13,ec,Babahoyo,Babahoyo North Airport,America/Guayaquil
se14,,se14,ec,Jose Real,San Carlos Airport,America/Guayaquil
se15,,se15,ec,Quevedo,Quevedo North Airport,America/Guayaquil
se16,,se16,ec,Loja,Loja Airport,America/Guayaquil
se22,,se22,ec,Pasaje,Celia Maria Airport,America/Guayaquil
se58,,se58,ec,Buenavista,Banasur Airport,America/Guayaquil
se59,,se59,ec,El Guabo,La Mina Airport,America/Guayaquil
se60,,se60,ec,La Puntilla,La Puntilla Airport,America/Guayaquil
seam,atf,seam,ec,Ambato,Chachoan Airport,America/Guayaquil
seap,,seap,ec,Sangay,Arapicos Airport,America/Guayaquil
sear,,sear,ec,Arajuno,Arajuno Airport,America/Guayaquil
seas,,seas,ec,Ascazubi,Ascazubi Airport,America/Guayaquil
seay,,seay,ec,San Pedro,Ayangue Airport,America/Guayaquil
sebf,,sebf,ec,Buena Fe,Buena Fe Airport,America/Guayaquil
sech,,sech,ec,Chone,Chone Airport,America/Guayaquil
secm,,secm,ec,Pozuelos,Hacienda Clementina Airport,America/Guayaquil
seco,occ,seco,ec,Coca,Francisco De Orellana Airport,America/Guayaquil
secq,,secq,ec,Coaque,Coaque Airport,America/Guayaquil
secr,,secr,ec,Curacay,Curaray Airport,America/Guayaquil
secu,cue,secu,ec,Cuenca,Mariscal Lamar Airport,America/Guayaquil
sege,,sege,ec,Guale,Guale Airport,America/Guayaquil
segs,gps,segs,ec,Baltra,Seymour Airport,Pacific/Galapagos
segu,gye,segu,ec,Guayaquil,Simon Bolivar International Airport,America/Guayaquil
segz,,segz,ec,Santiago,Gualaquiza Airport,America/Guayaquil
sehi,,sehi,ec,Cotacachi,Cotachachi Airport,America/Guayaquil
seib,,seib,ec,Ibarra,Atahualpa Airport,America/Guayaquil
seii,ibb,seii,ec,Isabela,General Villamil Airport,Pacific/Galapagos
seis,,seis,ec,America,Isabel Maria Airport,America/Guayaquil
seji,jip,seji,ec,Jipijapa,Jipijapa Airport,America/Guayaquil
sejm,,sejm,ec,Jama,Jama Airport,America/Guayaquil
sekk,,sekk,ec,Lagartera,Km 192 Airport,America/Guayaquil
seli,,seli,ec,Limoncocha,Limoncocha Airport,America/Guayaquil
selj,,selj,ec,Julia,Hacienda La Julia Airport,America/Guayaquil
selm,,selm,ec,Loma Larga,Loma Larga Airport,America/Guayaquil
selt,ltx,selt,ec,Latacunga,Cotopaxi International Airport,America/Guayaquil
sema,mrr,sema,ec,Macara,Jose Maria Velasco Ibarra Airport,America/Guayaquil
semc,xms,semc,ec,Macas,Coronel E Carvajal Airport,America/Guayaquil
semh,mch,semh,ec,Machala,General Manuel Serrano Airport,America/Guayaquil
semo,,semo,ec,Montalvo,El Carmen Airport,America/Guayaquil
semt,mec,semt,ec,Manta,Eloy Alfaro International Airport,America/Guayaquil
semx,,semx,ec,Puerto Balao,Maragrosa Airport,America/Guayaquil
semy,,semy,ec,Martinica,Martinica Airport,America/Guayaquil
senl,lgq,senl,ec,Lago Agrio,Nueva Loja Airport,America/Guayaquil
sepb,,sepb,ec,Pecro Carbo,Pedro Carbo Airport,America/Guayaquil
sepc,,sepc,ec,Patuca,Patuca Airport,America/Guayaquil
sepd,,sepd,ec,Pedernales,Pedernales Airport,America/Guayaquil
sepo,,sepo,ec,Posorja,Posorja Airport,America/Guayaquil
seps,,seps,ec,Pasaje,Amable Calle Gutierrez Airport,America/Guayaquil
sept,pyo,sept,ec,Puerto Putumayo,Putumayo Airport,America/Guayaquil
sepu,,sepu,ec,Puna,Puna Airport,America/Guayaquil
sepv,pvo,sepv,ec,Portoviejo,Reales Tamarindos Airport,America/Guayaquil
sepx,,sepx,ec,Hacienda Payo,Payo Airport,America/Guayaquil
sepz,,sepz,ec,Los Perez,Los Perez Airport,America/Guayaquil
seqe,,seqe,ec,Quevedo,Quevedo Airport,America/Guayaquil
seqm,uio,seqm,ec,Quito,Nuevo Aeropuerto Internacional Mariscal Sucre,America/Guayaquil
serb,,serb,ec,Riobamba,Chimborazo Airport,America/Guayaquil
sero,etr,sero,ec,Santa Rosa,Coronel Artilleria Victor Larrea Airport,America/Guayaquil
sesa,snc,sesa,ec,Salinas,General Ulpiano Paez Airport,America/Guayaquil
sesc,suq,sesc,ec,Sucua,Sucua Airport,America/Guayaquil
sesd,,sesd,ec,Santo Domingo de Los Colorades,Santo Domingo de Los Colorados Airport,America/Guayaquil
sesm,ptz,sesm,ec,Shell Mera,Rio Amazonas Airport,America/Guayaquil
sest,scy,sest,ec,San Cristobal,San Cristobal Airport,Pacific/Galapagos
sesv,bha,sesv,ec,Bahia de Caraquez,Los Perales Airport,America/Guayaquil
seta,,seta,ec,Taura,Taura Airport,America/Guayaquil
sete,,sete,ec,Tena,Mayor Galo Torres Airport,America/Guayaquil
setg,,setg,ec,Boca de Tenguel,Tenguel Airport,America/Guayaquil
seth,tsc,seth,ec,Taisha,Taisha Airport,America/Guayaquil
seti,tpn,seti,ec,Tiputini,Tiputini Airport,America/Guayaquil
setm,loh,setm,ec,La Toma (Catamayo),Camilo Ponce Enriquez Airport,America/Guayaquil
setn,esm,setn,ec,Tachina,General Rivadeneira Airport,America/Guayaquil
setr,tpc,setr,ec,Tarapoa,Tarapoa Airport,America/Guayaquil
setu,tua,setu,ec,Tulcan,Teniente Coronel Luis a Mantilla Airport,America/Guayaquil
sevr,,sevr,ec,El Vergel,El Vergel Airport,America/Guayaquil
sfal,psy,sfal,fk,Stanley,Stanley Airport,Atlantic/Stanley
sg67,,sg67,py,Estancia Pai Quara,Estancia Pai Quara Airport,America/Asuncion
sgas,asu,sgas,py,Asuncion,Silvio Pettirossi International Airport,America/Asuncion
sgay,ayo,sgay,py,Ayolas,Juan De Ayolas Airport,America/Asuncion
sgba,,sgba,py,Colonia Doctor Pastor Obligado,Bella Vista Sur Airport,America/Asuncion
sgbn,bfa,sgbn,py,Bahia Negra,Bahia Negra Airport,America/Asuncion
sgco,cio,sgco,py,Concepcion,Teniente Col Carmelo Peralta Airport,America/Asuncion
sgen,eno,sgen,py,Encarnacion,Encarnacion Airport,America/Asuncion
sges,agt,sges,py,Ciudad del Este,Guarani International Airport,America/Asuncion
sgfi,flm,sgfi,py,Filadelfia,Filadelfia Airport,America/Asuncion
sggr,,sggr,py,Salto del Guaira,Salto del Guaira Airport,America/Asuncion
sgib,,sgib,py,Itaipu,Itaipu Airport,America/Asuncion
sgme,esg,sgme,py,Mariscal Estigarribia,Dr. Luis Maria Argana International Airport,America/Asuncion
sgnb,,sgnb,py,Villa Hayes,Villa Hayes Sarg Airport,America/Asuncion
sgol,olk,sgol,py,Fuerte Olimpo,Fuerte Olimpo Airport,America/Asuncion
sgov,,sgov,py,Coronel Oviedo,Coronel Oviedo Airport,America/Asuncion
sgpc,,sgpc,py,Pozo Colorado,Pozo Colorado Airport,America/Asuncion
sgpg,,sgpg,py,,Pelayo Prats Gill Airstrip,America/Asuncion
sgpi,pil,sgpi,py,Pilar,Carlos Miguel Gimenez Airport,America/Asuncion
sgpj,pjc,sgpj,py,Pedro Juan Caballero,Dr Augusto Roberto Fuster International Airport,America/Asuncion
sgpo,,sgpo,py,Pinasco,Puerto Pinasco Airport,America/Asuncion
sgro,,sgro,py,Rosario,Rosario Airport,America/Asuncion
sgsp,,sgsp,py,San Pedro del Ycuamandiyu,San Pedro Airport,America/Asuncion
sgst,,sgst,py,Santa Teresa,Santa Teresa Airport,America/Asuncion
siab,,siab,br,Tres Pontas,Leda Mello Resende Airport,America/Sao_Paulo
siad,,siad,br,Porto Murtinho,Estancia Regina Airport,America/Campo_Grande
siaf,,siaf,br,Sapezal,Fazenda Sao Jose Airport,America/Cuiaba
siai,,siai,br,Pocone,Fazenda Gaivota Airport,America/Cuiaba
siam,,siam,br,Morro Agudo,Fazenda Palmital Airport,America/Sao_Paulo
siao,,siao,br,Corguinho,Fazenda Araras Airport,America/Campo_Grande
siap,,siap,br,Acegua,Ana Paula Airport,America/Sao_Paulo
siar,,siar,br,Ibirarema,Fazenda Bom Retiro Airport,America/Sao_Paulo
siau,,siau,br,Barao De Melgaco,Fazenda Jatoba Airport,America/Cuiaba
siax,,siax,br,Novo Progresso,Fazenda Beira Rio Airport,America/Santarem
siay,,siay,br,Auriflama,Auriflama Airport,America/Sao_Paulo
siba,,siba,br,Aquidauana,Fazenda Jatoba Airport,America/Campo_Grande
sibc,,sibc,br,Campos Dos Goytacazes,Vila de Tocos Airport,America/Sao_Paulo
sibd,,sibd,br,Maraba,Benedito Mutran Airport,America/Araguaina
sibf,,sibf,br,Cajati,Bunge Fertilizantes Airport,America/Sao_Paulo
sibk,,sibk,br,Varzea Da Palma,Sada Siderurgia Ltda Airport,America/Sao_Paulo
sibn,,sibn,br,Piraju,Fazenda Canaa Airport,America/Sao_Paulo
sibo,,sibo,br,Boa Esperanca,Sao Luiz Airport,America/Sao_Paulo
sibu,,sibu,br,Catole Da Rocha,Catole da Rocha Airport,America/Fortaleza
sibv,,sibv,br,Nova Alvorada Do Sul,Fazenda Bela Vista Airport,America/Campo_Grande
sibw,,sibw,br,Conceicao,Conceicao Airport,America/Maceio
sibx,,sibx,br,Buritama,Rosana Camargo Airport,America/Sao_Paulo
siby,,siby,br,Monteiro,Monteiro Airport,America/Recife
sibz,,sibz,br,Itaporanga,Itaporanga Airport,America/Recife
sica,,sica,br,Sao Joao Do Rio Do Peixe,Brejo das Freiras Airport,America/Fortaleza
sicb,,sicb,br,Cuite,Pedro Simoes Pimenta Airport,America/Fortaleza
sich,,sich,br,Tres Lagoas,Fazenda Serrinha Airport,America/Campo_Grande
sicj,,sicj,br,Sapezal,Gaivota Aviacao Agricola Airport,America/Cuiaba
sick,,sick,br,Capelinha,Cidade Capelinha Airport,America/Sao_Paulo
sicm,,sicm,br,Brasilandia,Fazenda Nossa Senhora de Fatima Airport,America/Campo_Grande
sicn,,sicn,br,Sandovalina,Fazenda Vista Bonita Airport,America/Sao_Paulo
sico,,sico,br,Lucas Do Rio Verde,SOLAG - Sol e Lua Aviacao Agricola Airport,America/Cuiaba
sicp,,sicp,br,Faxinal,Doutor Walter Beckert Airport,America/Sao_Paulo
sicw,,sicw,br,Campo Alegre De Goias,Fazenda Santa Fe Airport,America/Sao_Paulo
sicy,,sicy,br,Chapada,Fazenda do Cedro Airport,America/Sao_Paulo
sidb,,sidb,br,Coelho Neto,Doutor Almir Lopes de Oliveira Melo Airport,America/Fortaleza
sidd,,sidd,br,Maracaju,Fazenda Sao Joao do Monte Alto Airport,America/Campo_Grande
sidg,,sidg,br,Ponta Pora,Fazenda Jatobasso Airport,America/Campo_Grande
sidm,,sidm,br,Barra Do Garcas,Fazenda Cibrapa Airport,America/Cuiaba
sidn,,sidn,br,Ipero,Fazenda Ipanema Airport,America/Sao_Paulo
sidr,,sidr,br,Miranda,Retiro Piuva Airport,America/Campo_Grande
sids,,sids,br,Corumba,Fazenda Santa Lucinha Airport,America/Campo_Grande
sidy,,sidy,br,Lunardelle,Fazenda Yanduy Airport,America/Sao_Paulo
sidz,,sidz,br,Caarapo,Estancia Ayrton Senna Airport,America/Campo_Grande
siea,,siea,br,Guararapes,Fazenda Ibipora Airport,America/Sao_Paulo
sieb,,sieb,br,Dois Irmaos Do Buriti,Fazenda Carrapicho Airport,America/Campo_Grande
siec,,siec,br,Presidente Eptacio,Fazenda Anhumas II Airport,America/Sao_Paulo
sied,,sied,br,Verdelandia,Colonial Airport,America/Sao_Paulo
sief,,sief,br,Campo Grande,Fazenda Sao Jose Airport,America/Campo_Grande
sieg,,sieg,br,Taquarussu,Fazenda Santa Edwiges Airport,America/Campo_Grande
siej,,siej,br,Nova Monte Verde,Monte Verde Airport,America/Cuiaba
siel,,siel,br,Caceres,Fazenda Varzea Funda Airport,America/Cuiaba
sien,,sien,br,General Carneiro,Fazenda Sao Marcos Airport,America/Cuiaba
siet,,siet,br,Miranda,Estancia Tara Airport,America/Campo_Grande
siev,,siev,br,Bodoquena,Fazenda Boca da Onca Airport,America/Campo_Grande
siez,,siez,br,Tibagi,Fazenda Pedra Branca Airport,America/Sao_Paulo
sifa,,sifa,br,Miranda,Fazenda Sete Airport,America/Campo_Grande
sifc,,sifc,br,Miranda,Fazenda Cachoeirinha Airport,America/Campo_Grande
sifd,,sifd,br,Caceres,Fazenda Dois Irmaos Airport,America/Cuiaba
sife,,sife,br,Nova Fatima,Fazenda Dinora Airport,America/Sao_Paulo
siff,,siff,br,Corumba,Fazenda Firme Airport,America/Campo_Grande
sifh,,sifh,br,Santa Rita Do Araguaia,Fazenda Santa Rita do Araguaia Airport,America/Cuiaba
sifj,,sifj,br,Rio Brilhante,Fazenda Jurema Airport,America/Campo_Grande
sifm,,sifm,br,Aripuana,Fazenda Mudanca Airport,America/Porto_Velho
sifn,,sifn,br,Autazes,Fazenda Planura Airport,America/Manaus
sifq,,sifq,br,Flores Da Cunha,Condominio Menega Airport,America/Sao_Paulo
sifr,,sifr,br,Romaria,Fazenda Romaria Airport,America/Sao_Paulo
sift,,sift,br,Vila Bela Da Santissima Trindade,Fazenda Travessao Airport,America/La_Paz
sifu,,sifu,br,Barra Do Pirai,Fazenda Ribeirao Airport,America/Sao_Paulo
sifv,,sifv,br,Aracruz,Primo Bitti Airport,America/Sao_Paulo
sifw,,sifw,br,Corumba,Fazenda Sao Lourenco Airport,America/Cuiaba
sify,,sify,br,Porto Murtinho,Fazenda Yndiana Airport,America/Campo_Grande
sigf,,sigf,br,Chapada Dos Guimaraes,Fazenda Jopejo Airport,America/Cuiaba
sigl,,sigl,br,Nova Andradina,Fazenda Boa Sorte Airport,America/Campo_Grande
sigm,,sigm,br,Caceres,Fazenda Sao Benedito Airport,America/Cuiaba
sign,,sign,br,General Carneiro,Asa Delta Airport,America/Cuiaba
sigo,,sigo,br,Gaucha Do Norte,Fazenda Araguari Airport,America/Cuiaba
sigs,,sigs,br,Paracatu,Fazenda Granja Santiago Airport,America/Sao_Paulo
sigt,,sigt,br,Itabera,Fazenda Goiabeira Airport,America/Sao_Paulo
sigu,,sigu,br,Ribas Do Rio Pardo,Fazenda Cafe no Bule Airport,America/Campo_Grande
sigw,,sigw,br,Caracol,Estancia Miranda Airport,America/Campo_Grande
sigx,,sigx,br,Juara,Fazenda Gairova Airport,America/Cuiaba
sigy,,sigy,br,Sebastiao Leal,Fazenda Progresso Airport,America/Fortaleza
sihb,,sihb,br,Grajau,Fazenda Soberana Airport,America/Fortaleza
sihg,,sihg,br,Pium,Fazenda Ponderosa Airport,America/Araguaina
sihi,,sihi,br,Picarras,Fazenda Itaipavas Airport,America/Belem
sihj,,sihj,br,Palmas,Sitio Flyer Airport,America/Araguaina
sihn,,sihn,br,Bela Vista,Estancia Vacadiga Airport,America/Campo_Grande
sihv,,sihv,br,Paracatu,Fazenda Boa Sorte Airport,America/Sao_Paulo
sihw,,sihw,br,Ribeirao Preto,Agrishow Airport,America/Sao_Paulo
siia,,siia,br,Brasnorte,Fazenda Parana Airport,America/Cuiaba
siid,,siid,br,Itaituba,Crepurizao Airport,America/Santarem
siie,,siie,br,Ribas Do Rio Pardo,Fazenda Cachoeira Branca Airport,America/Campo_Grande
siig,,siig,br,Rancharia,Eliza Camargo de Arruda Botelho Airport,America/Sao_Paulo
siii,,siii,br,Guaira,Doutor Heraclito da Motta Luiz Airport,America/Sao_Paulo
siik,,siik,br,Ribas Do Rio Pardo,Fazenda Santa Lidia Airport,America/Campo_Grande
siim,,siim,br,Rio Verde Do Mato Grosso,Fazenda Girua Airport,America/Campo_Grande
siin,,siin,br,Itaituba,Independencia Airport,America/Santarem
siiq,,siiq,br,Sonora,Fazenda Aracoxim Airport,America/Cuiaba
siis,,siis,br,Vila Alta,Fazenda Uberaba Airport,America/Sao_Paulo
siiu,,siiu,br,Campo Florido,Santa Marta Airport,America/Sao_Paulo
siix,,siix,br,Agua Boa,Fazenda Corrego Fundo Airport,America/Cuiaba
siiz,,siiz,br,Diamantino,Fazenda Chalana Airport,America/Cuiaba
sije,,sije,br,Corumba,Fazenda Joana Estancia Airport,America/Campo_Grande
sijg,,sijg,br,Guararapes,Fazenda Jaguarete Airport,America/Sao_Paulo
sijj,,sijj,br,Aral Moreira,Fazenda Salamanca Airport,America/Campo_Grande
sijk,,sijk,br,Vazante,Vazante Airport,America/Sao_Paulo
sijm,,sijm,br,Barao De Melgaco,Fazenda Santa Maria do Porto da Capivara Airport,America/Cuiaba
sijo,,sijo,br,Corumba,Fazenda Sao Joao do Jatobazinho Airport,America/Campo_Grande
sijr,,sijr,br,Balsa Nova,Ely Rego Airport,America/Sao_Paulo
siju,,siju,br,Juina,Fazenda Areia Branca Airport,America/Cuiaba
sijz,,sijz,br,Itaituba,Fazenda Vera Paz Airport,America/Santarem
sikb,,sikb,br,Agua Boa,Agua Boa Airport,America/Cuiaba
sikc,,sikc,br,Colider,Colider Airport,America/Cuiaba
sikj,,sikj,br,Alta Floresta,Fazenda Cristalino Airport,America/Cuiaba
sikk,,sikk,br,Arcos,Calciolandia Airport,America/Sao_Paulo
sikm,,sikm,br,Arame,Fazenda Viamao Airport,America/Fortaleza
sikn,,sikn,br,Arame,Fazenda Bonanza Airport,America/Araguaina
siko,,siko,br,Maues,Fazenda Pison Airport,America/Manaus
sikp,,sikp,br,Corumba,Fazenda Santa Teresa Airport,America/Campo_Grande
sikq,,sikq,br,Itaituba,Fazenda Samauma Airport,America/Santarem
sikx,,sikx,br,Colombia,Fazenda Continental Airport,America/Sao_Paulo
siky,,siky,br,Costa Rica,Fazenda Beira Rio Airport,America/Campo_Grande
sikz,,sikz,br,Parnarama,Fazenda Olho D`Agua Airport,America/Araguaina
sila,,sila,br,Jatei,Fazenda Santa Ada Airport,America/Campo_Grande
silb,,silb,br,Chapada Dos Guimaraes,Aviador Mario Luiz Spinelli Airport,America/Cuiaba
silc,lvr,silc,br,Lucas do Rio Verde,Municipal Bom Futuro Airport,America/Cuiaba
sild,,sild,br,Bodoquena,Fazenda Colorado Airport,America/Campo_Grande
silg,,silg,br,Sapezal,Fazenda Panama Airport,America/Cuiaba
sili,,sili,br,Angra Dos Reis,Ilha dos Porcos Grandes Airport,America/Sao_Paulo
silj,,silj,br,Laranjal Do Jari,Do Gaucho Airport,America/Belem
silm,,silm,br,Flores De Goias,Fazenda Regalito Airport,America/Araguaina
siln,,siln,br,Paragominas,Fazenda Rio Capim Airport,America/Belem
silq,,silq,br,Cascavel,Clube de Ultraleves Aeroleve Airport,America/Sao_Paulo
sils,,sils,br,Itaituba,Agua Branca Airport,America/Manaus
silt,,silt,br,Santa Fe Do Sul,Fazenda Trez Irmaos Airport,America/Sao_Paulo
silu,,silu,br,Miranda,Fazenda Cristo Airport,America/Campo_Grande
silw,,silw,br,Bela Vista,Fazenda Mata Assombrada Airport,America/Campo_Grande
silx,,silx,br,Peixoto De Azevedo,Fazenda Jandaia Airport,America/Cuiaba
sily,,sily,br,Vila Alta,Fazenda Tres Marias Airport,America/Sao_Paulo
silz,,silz,br,Juazeiro,Fazenda Mariad Airport,America/Bahia
sima,,sima,br,Corumba,Fazenda Mandiore Airport,America/Cuiaba
sime,,sime,br,Davinopolis,Comandante Carlos Inacio Agnes Airport,America/Fortaleza
simf,,simf,br,Unai,Fazenda Sao Miguel Airport,America/Sao_Paulo
simg,,simg,br,Porto Murtinho,Fazenda Seis Palmas Airport,America/Campo_Grande
simi,,simi,br,Tacuru,Fazenda Boa Vista Airport,America/Campo_Grande
simj,,simj,br,Capinopolis,Capinopolis - Aviacao Agricola Buttarello Ltda. Airport,America/Sao_Paulo
simk,frc,simk,br,Franca,Franca Airport,America/Sao_Paulo
siml,,siml,br,Moju,Codenorte Airport,America/Belem
simo,,simo,br,Barao De Melgaco,Posto de Protecao Ambiental Santo Andre Airport,America/Cuiaba
simq,,simq,br,Corumba,Dois de Maio Airport,America/Campo_Grande
simr,,simr,br,Rio Verde,Fazenda Reunidas Airport,America/Sao_Paulo
simu,,simu,br,Anaurilandia,Fazenda Mutum Airport,America/Campo_Grande
simv,,simv,br,Uberaba,Fazenda Mata Velha Airport,America/Sao_Paulo
simw,,simw,br,Jaraguari,Fazenda Retiro do Cervo I Airport,America/Campo_Grande
simx,,simx,br,Jangada,Fazenda Jangada Airport,America/Cuiaba
simy,,simy,br,Itaquirai,Fazenda Porto Oculto Airport,America/Campo_Grande
simz,,simz,br,Sonora,Fazenda Primeiro de Maio Airport,America/Cuiaba
sina,,sina,br,Sao Pedro Do Parana,Sao Francisco Airport,America/Sao_Paulo
